product,description,page
ARDEX AF 495,"Opis: Uniwersalny klej poliuretanowy 2K-PU. Uniwersalny klej do parkietu, wykładzin podłogowych z gumy i PCV: bardzo dobra przyczepność końcowa do stosowania w obiektach przemysłowych oraz sportowych; wysoka odporność termiczna np. powierzchnie przy witrynach wystawowych lub w budynkach ze szklanymi ścianami; odporny na wilgoć i warunki atmosferyczne. Uniwersalny klej do wykładzin podłogowych z kauczuku i PCV oraz parkietów. Wysoka wytrzymałość w pomieszczeniach poddawanych dużemu obciążeniu (hale przemysłowe, hale sportowe). Duża odporność na działanie wysokich temperatur, np. za frontami okiennymi. Wysoka odporność na działanie wilgoci i warunki atmosferyczne, nadaje się do stosowania w pomieszczeniach narażonych na działanie wilgoci oraz na zewnątrz budynku. Niskoemisyjny. Bezrozpuszczalnikowy. Dwukomponentowy klej poliuretanowy do przyklejania: – wykładzin z kauczuku w formie płyt, – wielowarstwowych wykładzin z PCV, – Amtico Stratica, – linoleum o grubości do 4 mm, – płyt żywiczno-winylowych, – wykładzin na zewnątrz pomieszczeń, – wykładzin laminowanych, – parkietu mozaikowego, masywnego o grubości 10 mm oraz parkietu klepkowego o grubości 22 mm, – parkietu z klepek o wysokich krawędziach, – gotowego parkietu 2- oraz 3-warstwowego do odpowiednio przygotowanych, chłonnych i twardych podłoży. Do stosowania: wewnątrz i zewnątrz. Baza surowcowa: poliuretan dwuskładnikowy. Zużycie: patrz zalecenie dotyczące rodzaju szpachli oraz ilości nanoszonego środka. Warunki pracy: temperatura: nie poniżej +15°C; względna wilgotność powietrza: maks. 75%. Czas wysychania: ok. 45 min. Czas wstępnego odparowania: brak. Czas pracy: ok. 70 min. Środki czyszczące: przed wyschnięciem: środek konserwacyjny zawierający olej lub wosk. Odporność na obciążenie skupione: tak (rolki zgodne z normą EN 12529). Przydatność w systemie ogrzewania podłogowego: tak EMICODE: EC 1 R – bardzo niski poziom emisji substancji organicznych. GISCODE: RU 1 – bez rozpuszczalnika. Oznaczenie wg GefStoffV, AD R, GG VS,VbF: składnik A: brak; składnik B: Xn „szkodliwy dla zdrowia”; zawiera dwufenylometan -4,4’ dwuizocyjan. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Chronić przed mrozem. Opakowanie Nr artykułu EAN-Nr Paleta 6 kg 2-komp. wiadro 70229 40 24705 70229 4 60 wiader",114
ARDEX CW,"Opis: Ściereczki czyszczące. Bardzo odporne na rozdarcie, wszechstronne i niestrzępiące się chusteczki wiskozowe. Nasączone delikatnym, silnym środkiem czyszczącym. Do usuwania resztek kleju i żywicy epoksydowej z narzędzi oraz pokryć podłogowych. Szybkoschnące o przyjemnym zapachu, nie pozostawiające śladów. W zamykanym wiadrze dozującym. Wilgotne ściereczki do usuwania resztek żywicy epoksydowej i resztek kleju z gładkich powłok, a także do dokładnego czyszczenia narzędzi oraz maszyn. Odpowiednie do usuwania / czyszczenia: - pozostałości kleju 2-K PU, 1-K PU, SMP oraz żywicy epoksydowej, w stanie nie związanym na powierzchniach ceramicznych i drewnianych; - resztki kleju dyspersyjnego w stanie nie związanym z wykładzin PVC; - pozostałości wyżej wymienionych klejów z narzędzi oraz maszyn; - pozostałości zapraw cementowych; - zanieczyszczenia tłuszczem, olejem, smołą, grafitem, woskiem itp. Materiał bazowy: tkanina: 70% wiskoza, 30% poliester nasączony delikatnym środkiem czyszczącym. Wartość pH: ok. 5 w płynnym koncentracie. Gęstość: ok. 1,01 kg/l płynu. Oznakowanie GHS/CLP: brak. Oznakowanie GGVSEB/ADR: brak. Opakowanie: wiadro plastikowe z zawartością 72 ściereczek 6 wiader w pudełku. Magazynowanie: w suchych pomieszczeniach, przez 24 miesiące w oryginalnie zamkniętym opakowaniu.",115
ARDEX A 828 COMFORT,"Opis: Ultra lekka masa szpachlowa. Bardzo wysoka wydajność. Świetne parametry robocze w całym czasie użycia. Bardzo dobra przyczepność do powierzchni farb dyspersyjnych jak również lateksowych bez konieczności gruntowania. Bez konieczności szlifowania. Łatwo poddaje się szlifowaniu. Doskonała do mieszania w większych ilościach. Do wykonywania prac od Q1 do Q4. Biała, z lekkimi wypełniaczami masa szpachlowa na bazie gipsu modyfikowanego polimerami. Do wygładzania i szpachlowania powierzchni ścian i sufitów. Do wypełniania fug płyt gipsowo kartonowych i innych płyt budowlanych, rys, pęknięć i szczelin, spoin w płytach gipsowo kartonowych i innych płytach budowlanych. Wygładzanie i tynkowanie: - surowego muru, - betonu, – tynku, – gazobetonu, – płyt gipsowo kartonowych i innych płyt budowlanych. Do stosowania: wewnątrz, ściany i sufity. Normy i świadectwa: niepalny materiał klasy A1 wg EN 13501, część 1. Do szpachlowania spoin bez taśmy wzmacniającej spoiny, typ 4B wg EN 13963. Proporcje mieszania: ok. 10,8 l wody : 15 kg proszku. Ciężar właściwy: ok. 0,75 kg/l. Gęstość świeżej zaprawy: ok. 1,2 kg/l. Zużycie materiału: ok. 0,7 kg/m2. Czas pracy (20°C): ok. 60 min. Prace malarskie i klejenie na szpachlówce: po wyschnięciu. Wartość pH: ok. 8. EMICODE: EC1PLUS – niski poziom emisji. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 15 kg worek 32587 40 24705 32587 5 60 worków",116
ARDEX RF,"Opis: Gotowa masa szpachlowa. Wiąże bezskurczowo, do 12 mm szerokości w jednym cyklu pracy. Elastyczna. Pod powłoki malarskie. Bezzapachowa, bez dodatku rozpuszczalników i izocyjanianów. Bez dodatku silikonu. Możliwość szlifowania. Gotowa do użycia, jednoskładnikowa masa szpachlowa na bazie dyspersji akrylowej, bezrozpuszczalnikowa. Do wypełniania rys, spękań na powierzchni ścian betonowych, tynków i w systemach lekkiej zabudowy. Do wypełniania rys i spękań, wewnątrz i na zewnątrz na powierzchniach z drewna, betonu, tynku, surowego muru, płyt gipsowo kartonowych itp. Do stosowania: wewnątrz i zewnątrz, ściany i sufity. Gęstość (wg DIN EN ISO 2811-1): 0,57 ± 0,05 g/cm3. Naskórkowanie (23°C/50%): ok. 5 min. Uziarnienie: <0,2 mm. Temperatura stosowania: +5°C do +35°C. Odporność na temperatury: -25°C do +35°C. GISCODE: D1 – bezrozpuszczalnikowy. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 310 ml kartusz 32419 40 24705 32419 9 100 kartonów",117
ARDEX A 826,"Opis: Gipsowa masa szpachlowa do wykonywania gładzi. Na bazie gipsu i tworzywa sztucznego, do gładzenia i wypełniania ścian i sufitów. Szczególnie wydajna, z możliwością sprowadzenia nakładanej warstwy do zera. Do tworzenia płaskich, gładkich i pozbawionych naprężeń gładzi na powierzchniach ścian i sufitów do: - technik gładzenia przy malowaniu budynków, wypełnianie rys i otworów, wypełnianie fug, osadzanie płyt gipsowych, klejenie i powlekanie twardych materiałów piankowych, uszczelnianie i osadzanie uchwytów armatury, instalacji i innych; - tapetowania, - malowania, - malowania lakierami i farbami dyspersyjnymi, - ściennych płyt z tworzywa sztucznego, - folii. Do stosowania: wewnątrz. Normy, świadectwa kontrolne: niepalny materiał budowlany klasa A1 według DIN 4102, część 4; spełnienie zawartych w DIN 1168 wymagań dotyczących gipsu, gipsu do spoin i gipsu szpachlowego. Proporcje mieszania: ok. 16 l wody : 25 kg proszku. Ciężar właściwy: ok. 0,8 kg/l. Gęstość świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: ok. 0,9 kg/m2/mm. Czas pracy (20°C): ok. 1 godz. Prace malarskie i klejenie na szpachlówce: po wyschnięciu. Wartość pH: ok. 8. Magazynowanie: w suchych pomieszczeniach w oryginalnie zapakowanym opakowaniu 12 miesięcy. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 56110 40 24705 56110 5 40 worków 5 kg worek 56120 40 24705 56120 4 160 worków",118
ARDEX W 820 SUPERFINISH,"Opis: Gipsowa masa szpachlowa do wykonywania gładzi Gipsowa masa szpachlowa, modyfikowana dodatkiem tworzyw sztucznych do nakładania maszynowego i ręcznego. Do szpachlowania spoin bez taśmy wzmacniającej do spoin, typ 4 B, według EN 13963. Do dekoracyjnego wykańczania powierzchni. Do warstw o grubości od 0 do 20 mm. Długi czas nakładania i wykańczania. Dobrze poddaje się szlifowaniu. Wypełnianie, wygładzanie powierzchni ścian i sufitów z betonu muru gipsu, płyt kartonowo-gipsowych. Wypełnianie otworów, nacięć i rowków. Wypełnianie szczelin w gipsowych, sufitów oraz betonowych prefabrykowanych. Do stosowania: wewnątrz, ściany i sufity. Normy i świadectwa kontrolne: materiał niepalny, klasa A1, według EN 13501, część 1. Proporcje mieszania: ok. 11,0-12,5 l wody : 25 kg proszku. Ciężar zasypowy: ok. 1,1 kg/l. Ciężar świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: ok. 1,0 kg proszku na m2/mm. Czas obróbki (+20 °C): ok. 3 godz. Malowanie i klejenie: po wyschnięciu. Wytrzymałość na ściskanie: ok. 4 N/mm2. Wytrzymałość na zginanie: ok. 2 N/mm2. Wartość pH: ok. 7. Przechowywanie: w suchych pomieszczeniach można przechowywać ok. 12 miesięcy w oryginalnym opakowaniu Opakowanie Nr artykułu EAN-Nr Paleta 25kg Worek - 40 24705 56168 6 40 Worków/Paleta",119
ARDEX A 828,"Opis: Gipsowa masa szpachlowa do wyrównania i wypełniania. Na bazie gipsu modyfikowanego polimerami, szpachlówka do ścian o zaletach szybkowiążącego tynku, do wypełniania fug płyt kartonowo-gipsowych i innych płyt budowlanych. Może być nakładana warstwami o dowolnej grubości, bez tendencji do tworzenia rys i zmian objętości. Wygładzanie i tynkowanie: - surowego muru, - betonu, - gazobetonu, - płyt lekkich, tłumiących i izolujących przed tapetowaniem i malowaniem, służy do wypełnienia zagłębień o dużych powierzchniach na ścianach i sufitach, - wypełnianie rys, otworów i szczelin, - fugowanie łączy płyt kartonowo-gipsowych i innych płyt budowlanych, szpachlowanie ścian, - płyt i elementów z piasku wapiennego, wypełnianie fug w gotowych częściach betonowych na sufity osadzanie belek gipsowych, łączenie na kołki i zakładanie uchwytów armatury, instalacji i innych. Do stosowania: wewnątrz. Normy, świadectwa kontrolne: Niepalny materiał budowlany klasa A1 według DIN 4102, część 4; spełnienie zawartych w DIN 1168 wymagań dotyczących gipsu, gipsu do spoin i gipsu szpachlowego. Proporcje mieszania: ok. 13 l wody : 25 kg proszku. Ciężar właściwy: ok. 1,0 kg/l. Gęstość świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: ok. 1,0 kg/m2/mm. Czas pracy (20°C): ok. 30 min. Prace malarskie i klejenie na szpachlówce: po wyschnięciu. Wartość pH: ok. 8. Magazynowanie: w suchych pomieszczeniach w oryginalnie zapakowanym opakowaniu 12 miesięcy. Opakowanie Nr artykułu EAN-Nr Paleta 5kg torba 56140 40 24705 56140 2 pak.po 4 szt. 160 toreb 25kg papier. worek 56130 40 24705 56130 3 40 worków",120
ARDEX F 11,"Opis: Fasadowa masa szpachlowa. Na bazie cementu, do wygładzania i wyrównywania fasad, ścian i sufitów. Odporna na działanie czynników atmosferycznych, bez naprężeń, paroprzepuszczalna. Wygładzanie, naprawianie i wyrównywanie: - fasad, - ścian i sufitów. Pokrywanie i wyrównywanie powierzchni z: - betonu elewacyjnego, - surowego muru, - tynku, wypełnianie rys, otworów i wgłębień o dużej powierzchni na ścianach i sufitach, wyrównywanie wewnętrznych powierzchni ścian z gazobetonu. Do stosowania: wewnątrz i zewnątrz. Proporcje mieszania: ok. 8,5 l wody : 25 kg proszku. Ciężar właściwy: ok. 1,1 kg/l. Gęstość świeżej zaprawy: ok. 1,7 kg/l. Zużycie materiału: ok. 1,2 kg/m2/mm. Czas pracy (20°C): ok. 30 min. Prace malarskie i klejenie (20°C): po wyschnięciu. Wartość pH: ok. 12. GISCODE: ZP 1 - produkt na bazie cementu, zawiera cement niskochromianowy. Magazynowanie: w suchych pomieszczeniach w oryginalnie zapakowanym opakowaniu 12 miesięcy. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 56190 40 24705 56190 7 40 worków 5 kg worek 56200 40 24705 56200 3 160 worków",121
ARDEX PANDOMO® W1 2.0,"Opis: Dekoracyjna masa szpachlowa. Do kształtowania dekoracyjnych powierzchni ścian i sufitów, na bazie cementu modyfikowanego polimerami. Tworzenie reprezentatywnych, kreatywnych powierzchni widocznych, jak np. w pomieszczeniach wystaw, w korytarzach, w pomieszczeniach sprzedaży i w prywatnych pomieszczeniach mieszkalnych. Szybko twardnieje i wysycha, bez naprężeń i tendencji do tworzenia rys na wszystkich grubościach warstw. „W 1” można nakładać na gładkie i chropowate powierzchnie i barwić za pomocą pigmentu „CC” Do zabezpieczenia powierzchni i jednoczesnego podniesienia intensywności barw należy stosować impregnat olejowy „SL”. Nadaje się do stosowania w pomieszczeniach suchych, łazienkach i toaletach. Do stosowania: wewnątrz. Proporcje mieszania: ok. 2,5 l wody : 5 kg proszku. Ciężar właściwy: ok. 0,9 kg/l. Gęstość świeżej zaprawy: ok. 1,4 kg/l. Zużycie materiału: ok. 1,0 kg/m2/mm. Czas pracy (20°C): ok. 30 min. GISCODE: ZP 1 - produkt na bazie cementu, zawiera cement niskochromianowy. Magazynowanie: w suchych pomieszczeniach w oryginalnie zapakowanym opakowaniu 6 miesięcy. Opakowanie Nr artykułu EAN-Nr Paleta 5 kg worek - - 160 worków PANDOMO® W3 2.0 Dekoracyjna masa szpachlowa, szara. Do kształtowania dekoracyjnych powierzchni ścian i sufitów, na bazie cementu modyfikowanego polimerami. Tworzenie reprezentatywnych, kreatywnych powierzchni widocznych, jak np. w pomieszczeniach wystaw, w korytarzach, w pomieszczeniach sprzedaży i w prywatnych pomieszczeniach mieszkalnych. Szybko twardnieje i wysycha, bez naprężeń i tendencji do tworzenia rys na wszystkich grubościach warstw. „W 3” jest zabarwiony w kolorze 10/3.1 Do zabezpieczenia powierzchni i jednoczesnego podniesienia intensywności barw należy stosować impregnat olejowy „SL”. Nadaje się do stosowania w pomieszczeniach suchych, łazienkach i toaletach. Do stosowania: wewnątrz. Kolor: 10/3.1 Proporcje mieszania: ok. 2,5 l wody: 5 kg proszku. Ciężar właściwy: ok. 0,9 kg/l. Gęstość świeżej zaprawy: ok. 1,4 kg/l. Zużycie materiału: ok. 1,0 kg/m2/mm. Czas pracy (20°C): ok. 30 min. GISCODE: ZP 1 - produkt na bazie cementu, zawiera cement niskochromianowy. Magazynowanie: w suchych pomieszczeniach w oryginalnie zapakowanym opakowaniu 6 miesięcy. Opakowanie Nr artykułu EAN-Nr Paleta 5 kg worek 16577 40 24705 16577 8 160 worków",122
ARDEX PANDOMO® SP-SL,"Opis: Impregnat olejowy. Do zabezpieczenia podłóg i ścian. Odporna na ścieranie, z połyskiem jedwabistym, wodoodporna, bezbarwna, paroprzepuszczalna, wysoka wydajność, na bazie woskowo-olejowej, nie zawiera konserwantów. SP-SL impregnat olejowy jest czasowo odporny na działanie wina, piwa, oranżady, kawy, soków, mleka, wody. Do zastosowania: wewnątrz pomieszczeń do mas dekoracyjnych „W 1”, „ K1”, „ K2”. Ciężar właściwy: ok. 0,9 kg/l. Zużycie materiału: „ W 1” ok. 25 g/m² przy jednej warstwie. Magazynowanie: w suchych pomieszczeniach 12 miesięcy w oryginalnie zapakowanym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 3 l kanister 70458 40 24705 70458 8 210 sztuk 1 l butelka 70336 40 24705 70336 9 12 sztuk w kartonie",123
ARDEX PANDOMO® CC,"Opis: Barwnik. Do barwienia proszkowych wyrobów. Koncentrat barwiący, który nie zawiera środków wiążących i nie jest środkiem malarskim. Wysoko skoncentrowany środek, bardzo wydajny, bez środków wiążących, odporny na mróz i upał, możliwość mieszania. Magazynowanie: w pomieszczeniu mrozoodpornym ok. 24 miesięcy w oryginalnie zamkniętym opakowaniu. Nr Opakowanie Kolor EAN-Nr artykułu 250 ml butelka (ca. 273 g) 73360 Nr.1 czarny 40 24705 73360 1 250 ml butelka (ca. 430 g) 73361 Nr.2 biały 40 24705 73361 8 250 ml butelka (ca. 273 g) 73362 Nr.3 niebieski 40 24705 73362 5 250 ml butelka (ca. 265 g) 73363 Nr.4 czerwony 40 24705 73363 2 250 ml butelka (ca. 258 g) 73364 Nr.5 żółty 4040 24705 73364 924705733540 250 ml butelka (ca. 293 g) 73365 Nr.6 zielony 40 24705 73365 6 250 ml butelka (ca. 300 g) 73366 Nr.7 umbra 40 24705 73366 3 250 ml butelka (ca. 350 g) 73367 Nr.8 brązowy 40 24705 73367 0 250 ml butelka (ca. 413 g) 73368 Nr.9 czerwony oksydowany 40 24705 73368 7 250 ml butelka (ca. 353 g) 73369 Nr.10 ochra oksydowana 40 24705 73369 4",124
ARDEX PANDOMO® PR,"Opis: Środek gruntujący. Biała dyspersja na bazie żywicy syntetycznej niezawierająca rozpuszczalników, która po związaniu wyraźnie hamuje wnikanie wody do podłoża, zamyka rysy i pory. Gruntowanie podłoża wewnątrz, przed układaniem podłóg i ścian. Zapobiega powstawaniu przebarwień i wykwitów z podłoża. Do zamykania porów w podłożach: - betonowych, - tynków gipsowych i wapiennych, - płyt gipsowych. Zużycie materiału: pierwsze nałożenie: proporcje mieszania 1:3 50 g PANDOMO® PR i 150 g wody na m2, drugie nałożenie: proporcje mieszania 1:1 150 g PANDOMO® PR i 150 g wody na m2 Magazynowanie: w mrozoodpornym miejscu ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 5 kg wiadro - - 72 wiadra",124
